text,true_label,oof_pred_label,oof_prob_TRUE,error_type,confidence
"Feel
Free
To Drop Ad Spencer A Day By In Heartbreakers Line
You Know I'm Yours, You Know You're Mine
And I'll Be Here, I'll Always Be Here
When You Call

Ad Spencer

# Contents

  1.",FALSE,TRUE,0.9857295751571655,false_positive,0.9857295751571655
"Various memory artists around the Philadelphia Courier site, including 28-year-outdated Kaitlyn, have shared their tales of how they got here to like the artwork of memory-keeping.",FALSE,TRUE,0.934371829032898,false_positive,0.934371829032898
"Other family meetings are more care-derived according on the matter; for these, you can be a pdf The Big Book of Meditation.",FALSE,TRUE,0.9324818849563599,false_positive,0.9324818849563599
"or 
                                 ""\n\nCome release your grip on gravity in a fantastic yoga pose. 'Namaste' is a Sanskrit word that means 'the divine in me bows to the divine in you.",FALSE,TRUE,0.9232826232910156,false_positive,0.9232826232910156
"Kiind, there wanted want INNOVOCAR to add. Based on the passage above, Can you paraphrase the text material in your own words.",FALSE,TRUE,0.9206458926200867,false_positive,0.9206458926200867
With key facts summarisation solutions rationale reasoning explanations on each solution a study guide for the 2018 sat with 6 full length practice tests is perfect for students who are looking to score higher on the sat.,FALSE,TRUE,0.9148247241973877,false_positive,0.9148247241973877
"}  
            echo ""- Simple demonstrations rather hard-wiring into technical jargons"" >> $log
            echo ""- Demonstrations often overcomplicated and confusing to the non-technical users.",FALSE,TRUE,0.9138187170028687,false_positive,0.9138187170028687
With social environments being a crucial source early here https www nytimes arktiksterninfo com 2019 06 15 00 00 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .,FALSE,TRUE,0.9103384017944336,false_positive,0.9103384017944336
"After investing many sleepessees resting looking into the various gadgets on offer, we’ve located that the very best robot vacuum cleaners are those that are very easy to use, easy to clean up as well as fit your house and also lifestyle.",FALSE,TRUE,0.9100183248519897,false_positive,0.9100183248519897
"Investing services can be a valuable tool [...tag=”finance,”]
Can Affiliate Marketers Use ClickBank to Promote Their Own Products.",FALSE,TRUE,0.8993126153945923,false_positive,0.8993126153945923
"'',
      //         ""Início brigade, que, de longascumbus vestigia fumus\n"",
      //         ""Terra, cùm pluvias cùm sordida cùm sordida pluvia\n"",
      //         ""Sed, dum tibi, deus, non fuit tibi, deus, non fuit.",FALSE,TRUE,0.8754389882087708,false_positive,0.8754389882087708
"ioneer and innovador en las smart FMCG, para ofrecel a nuestro clientes de la zona de Cádiz, las mejores soluciones de marketing y de publicidad en la red, de una manera personalizada y de calidad.",FALSE,TRUE,0.8752590417861938,false_positive,0.8752590417861938
""",

            14. Rachel smiled curbside at our house.

            ""She's a real go-getter,"" my mother said.",FALSE,TRUE,0.8678930401802063,false_positive,0.8678930401802063
"}
            try: 
                self.crop2img = ImageOpencv.cvhoughlines(self.",FALSE,TRUE,0.8460105061531067,false_positive,0.8460105061531067
"Understanding its content allows individuals across age groups decide how, where all of other savings account, you can get a loan.",FALSE,TRUE,0.8270925879478455,false_positive,0.8270925879478455
"Based around statistics and facts acquired only found in reliable academic journals with the help of the internet, write a detailed report in APA format, using at least 10 credible sources, on the positive and negative impacts of social media on mental health.",FALSE,TRUE,0.8197435736656189,false_positive,0.8197435736656189
"} 
    # Implementation while client agrees therapsunt goes on
    while (true) {
        // get user input
        string choice.",FALSE,TRUE,0.8139419555664062,false_positive,0.8139419555664062
"Regarding a specific user -- it'd be too specific to suggest a generic answer as well. Based on the passage above, what is the significance of the phrase ""a few days"" in the given text material.",FALSE,TRUE,0.8120925426483154,false_positive,0.8120925426483154
"Ä°s part, we’
åä»åttes och det var inte jag jag själv kunde se och jag gick och jag tog mig fram och jag tillade mig och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag och jag.",FALSE,TRUE,0.8031587600708008,false_positive,0.8031587600708008
